Slope on 90%,Slope on 70%,Slope on 50%,Slope on 30%,Slope on 10%,Min,Max,Amplitude,Mean,Median,Skewness,Kurtosis,APD90,APD70,APD50,APD70/APD90,APD50/APD90,APD50/APD70,Peak time,Peak to end,N of peaks,diff Min,diff Max,diff Amplitude,diff Mean,diff Median,diff Skewness,diff Kurtosis,diff End Min,diff End Max,diff End Amplitude,diff End Mean,diff End Median,diff End Skewness,diff End Kurtosis,diff N of positive peaks,diff N of negative peaks,diff N of abs peaks,Label
-0.018044200821546806,-0.0006892291370352797,-0.02083666505026631,-0.0010914554001240481,-0.01001977543853102,-3.243490930947144e-06,0.14814371439494756,0.1481469578858785,0.04457119268707257,0.04944221568076298,0.16365707677612124,-1.6279784075540777,166.01999999999998,157.38,10.61999999999999,0.9479580773400795,0.06396819660281888,0.06747998475028587,1.8599999999999999,164.15999999999997,2,-0.055674484086567146,0.034544024620752595,0.09021850870731973,-0.00452023143817599,-3.0243861238953765e-06,-1.481994675890918,1.3986852159937913,-0.055674484086567146,-0.012561365783340668,0.04311311830322648,-0.03660727373832064,-0.041798048675682924,0.2265691178956457,-1.7287822183212995,2,2,2,G_K
-0.01795187701935535,-0.0006930144090898879,-0.020103945032678684,-0.001124148715518651,-0.010017135038811218,-3.2012375200840554e-06,0.14780592873203913,0.14780912996955922,0.04477973700259526,0.05009342084350686,0.14661445821691813,-1.6302661457553163,167.28,158.76,116.64,0.949067431850789,0.697274031563845,0.7346938775510204,1.8599999999999999,165.42,2,-0.0552245778217772,0.033519386403786225,0.08874396422556342,-0.004311687122653406,-2.981075533407914e-06,-1.5337826255987235,1.584788449752577,-0.0552245778217772,-0.012163042729755623,0.043061535092021576,-0.036117210913595585,-0.041207918857856726,0.2233226140628812,-1.7315135004557376,2,2,2,G_K
-0.018659555049744217,-0.0007065639698143321,-0.020465376242979696,-0.0011607564038073614,-0.010017874995755951,-3.2453163480960015e-06,0.14746962762216764,0.14747287293851574,0.0449668161494056,0.050635780961730305,0.13096373644865472,-1.633162195130538,168.42,159.95999999999998,117.66,0.9497684360527253,0.698610616316352,0.7355588897224307,1.8599999999999999,166.55999999999997,2,-0.05483372643811177,0.03261600620959357,0.08744973264770534,-0.004124607975843066,-2.9433773902776256e-06,-1.5821182634440263,1.758521370524516,-0.05483372643811177,-0.011828763781488984,0.043004962656622785,-0.0357516563811518,-0.04124236925147317,0.2268857812313114,-1.7306991825124725,2,2,2,G_K
-0.018575607086567948,-0.0007110899257191892,-0.021264255341770653,-0.0011930687019841878,-0.010016342954544913,-3.1809780305057793e-06,0.14717527742741604,0.14717845840544655,0.045122764711842886,0.050998079154491706,0.11726668522918739,-1.638815836623913,169.14,160.79999999999998,119.7,0.95069173465768,0.7076977651649522,0.744402985074627,1.8599999999999999,167.27999999999997,2,-0.054560212781637016,0.03194841394095288,0.0865086267225899,-0.003968659413405827,-2.9009736386867173e-06,-1.6220364644701513,1.8925486961289133,-0.054560212781637016,-0.011590726595760659,0.04296948618587636,-0.03542143886964912,-0.040573322161556485,0.22123575997927936,-1.7340741952328045,2,2,2,G_K
-0.0184163566282275,-0.0006968564303094492,-0.0019368252220558452,-0.0012450016796681763,-0.010014972831344674,-3.113300780192846e-06,0.14658776075156837,0.14659087405234858,0.04579315602593213,0.05335930372409851,0.06052987179465958,-1.6121868073483538,174.0,165.77999999999997,114.3,0.952758620689655,0.656896551724138,0.6894679695982628,1.8599999999999999,172.14,2,-0.05277874573009969,0.027851900572908983,0.08063064630300867,-0.0032982680993164583,-2.901778215373326e-06,-1.9783630035707527,3.16911243104106,-0.05277874573009969,-0.009995115895516576,0.042783629834583115,-0.03352094141896868,-0.03897950213669622,0.21662103991463455,-1.7386467908138694,2,2,2,G_K
-0.0183393201146088,-0.0007014001390312311,-0.0010694147378827235,-0.0012718893113824994,-0.01001792389161753,-3.2888958360968664e-06,0.14626424639564578,0.14626753529148187,0.045940960029483016,0.05382860742544612,0.0474404191527346,-1.6099948715777648,175.01999999999998,166.85999999999999,113.22,0.9533767569420638,0.6468974974288654,0.6785329018338727,1.8599999999999999,173.15999999999997,2,-0.05239283233041346,0.026929850101392566,0.07932268243180603,-0.00315046409576571,-2.868238941214319e-06,-2.0372372475579135,3.4443085281138517,-0.05239283233041346,-0.0096733015359355,0.04271953079447796,-0.03311439535266069,-0.038592929443646715,0.2153131404304367,-1.7387386560872573,2,2,2,G_K
-0.018265174677111893,-0.0007075571142436538,-0.0007996410287636383,-0.0012747834069446002,-0.010013578005167589,-3.311493378399015e-06,0.14597289656650447,0.14597620805988287,0.046073377747403936,0.05424006356918866,0.03552906221607667,-1.608257813584058,175.98,167.82,112.98,0.9536310944425503,0.6420047732696897,0.6732213085448695,1.8599999999999999,174.11999999999998,2,-0.05204572004732411,0.026083877557898816,0.07812959760522292,-0.003018046377844766,-2.8315417087955744e-06,-2.091272150607944,3.703031810515066,-0.05204572004732411,-0.009383129593483502,0.042662590453840604,-0.03277891788126483,-0.038746663301696974,0.21907712909009358,-1.7362894435066172,2,2,2,G_K
-0.01818901130151943,-0.0007120434391916403,-0.0006634573197973363,-0.0013426819521878501,-0.010017716802905523,-3.222828067773699e-06,0.14569947363425648,0.14570269646232425,0.04619773736349461,0.05462461796059684,0.02420662715650177,-1.606394547253397,176.82,168.77999999999997,113.1,0.9545300305395316,0.6396335256192738,0.6701030927835052,1.8599999999999999,174.95999999999998,2,-0.05171342842377172,0.02527958717742132,0.07699301560119304,-0.0028936867617541545,-2.794499356040651e-06,-2.1443404696451775,3.9638111671319267,-0.05171342842377172,-0.009104672538456142,0.042608755885315576,-0.03239515117863526,-0.038217835056702315,0.2152975799551025,-1.7369099659132636,2,2,2,G_K
-0.018112163999636135,-0.0007183029082408602,-0.0005806255935204614,-0.0013502475880891199,-0.010010728216189252,-2.9065413457800805e-06,0.1454430240317264,0.14544593057307217,0.046315383148327054,0.054988166051600645,0.013357478861426533,-1.6043466083066402,177.66,169.61999999999998,113.46,0.9547450185748056,0.6386355960824046,0.6689069685178635,1.7999999999999998,175.85999999999999,2,-0.051391674966848405,0.02451005712292742,0.07590173208977583,-0.0027760409769216387,-2.755207112985413e-06,-2.197080272793173,4.22960540740042,-0.051391674966848405,-0.00883252123830177,0.042559153728546635,-0.0320340383785153,-0.03805764005338898,0.21461899759377973,-1.7354263707642206,2,2,2,G_K
-0.018869492693919805,-0.0007349262656689515,-0.0005222570144597173,-0.0013948166730952906,-0.010011822221865724,-2.975462657174654e-06,0.14520388010874677,0.14520685557140395,0.046427273944428825,0.05533318244441345,0.0029158781594019073,-1.6021229735207017,178.44,170.45999999999998,113.88,0.9552790854068594,0.6381977135171486,0.6680746216121085,1.7999999999999998,176.64,2,-0.05107913420961787,0.023751494953790156,0.07483062916340802,-0.0026641501808197217,-2.7181206953004062e-06,-2.249760130490618,4.501719350194754,-0.05107913420961787,-0.008574984702876404,0.042504149506741466,-0.0316607483010538,-0.03763535775957596,0.2109316367298198,-1.7341280898744211,2,2,2,G_K
