PC1,PC2,PC3,PC4,PC5,Label
-130.56777763319,9.779997833767162,-14.36387005979306,4.205962664452551,-1.6282571364143898,G_K+G_Na
-131.090182267035,8.84504679666411,-14.196330309729985,4.016590787283463,-1.5310043334308818,G_K+G_Na
-131.6716378547918,7.80640805658651,-14.033450042885613,3.809585935940232,-1.432150985303241,G_K+G_Na
-132.16839651606924,6.915959893699132,-13.844125250710688,3.6638859975200297,-1.3302995709951617,G_K+G_Na
-132.7138897066658,5.94160744393985,-13.655903023460528,3.5564857004301587,-1.2286399218117667,G_K+G_Na
-133.22131649966374,5.029530355289904,-13.4549756619349,3.3547828499275205,-1.1329335210837832,G_K+G_Na
-133.67592057387634,4.2104598573925,-13.227741714763166,3.235784493615975,-1.025349072766784,G_K+G_Na
-134.15769314547535,3.343097588960612,-13.005491136261401,3.078025543828785,-0.9283355545473324,G_K+G_Na
-134.61262247534697,2.5225065545311445,-12.767365093606383,2.9584483842188805,-0.8188522763305908,G_K+G_Na
-135.0621219265895,1.7088799184333887,-12.525484062596268,2.772261259327063,-0.7165980705292542,G_K+G_Na
-135.50162249930943,0.9137025004767663,-12.271946930810858,2.64119114386073,-0.6098588716305383,G_K+G_Na
-135.925423773282,0.14515369874593673,-12.011422092606425,2.4990115109609015,-0.5055921536541386,G_K+G_Na
-136.3325914196664,-0.5959619773643556,-11.740362396166631,2.3396102142744204,-0.3933386688267121,G_K+G_Na
-136.7464708014491,-1.346449280496576,-11.465356699927614,2.2524336783847407,-0.2847178937414122,G_K+G_Na
